rank_by_cd,strategy,description,entry_key,filter_name,body_atr_min,atr_stop,rr_target,max_hold_bars,cooldown_bars,use_tp03_gate,trades,wins,losses,win_rate_pct,final_return_pct,max_return_pct,max_drawdown_pct,official_cd_value,cd_value,max_conc,symbol_files,errors,ruined,is_baseline,is_v27_winner,delta_cd_vs_baseline_expected
1,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V34_MIX_CORE_S130_RR625_B400_H17_C32,top-core mix: stop 1.30 / rr 6.25 / body 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,55597,22513,33084,40.493192078709285,525.6012732388051,526.8003775673284,1.3626489750456883,618.2592886468248,618.2592886468248,446,597,0,False,False,False,14.910770660950675
2,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V34_MIX_CORE_S130_RR675_B400_H17_C32,top-core mix: stop 1.30 / rr 6.75 / body 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.75,17,32,True,55595,22509,33086,40.48745390772551,524.9272328388655,526.1250452186738,1.3626489750455772,617.593158707498,617.593158707498,446,597,0,False,False,False,14.24464072162391
3,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V34_RECHECK_S128_RR640_B400_H17_C32,V33 top direct recheck: stop 1.28 / rr 6.40 / body 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.28,6.4,17,32,True,55614,22343,33271,40.17513575718345,524.4143773109677,525.5841961124407,1.3086139214308679,617.397714231842,617.397714231842,446,597,0,False,False,False,14.049196245967892
4,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V34_MIX_CORE_S128_RR625_B400_H17_C32,top-core mix: stop 1.28 / rr 6.25 / body 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.28,6.25,17,32,True,55614,22344,33270,40.17693386557342,523.9880731026332,525.1570932378738,1.3086139214310455,616.9762004849493,616.9762004849493,446,597,0,False,False,False,13.627682499075263
5,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V34_AGGR_SMALL_S128_RR700_B400_H17_C32,small aggressive mix: stop 1.28 / rr 7.00 / body 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.28,7.0,17,32,True,55611,22338,33273,40.16831202459945,523.17241762321,524.3399096560402,1.308613921431112,616.1697106812308,616.1697106812308,446,597,0,False,False,False,12.821192695356672
6,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V34_AGGR_SMALL_S130_RR700_B400_H17_C32,small aggressive mix: stop 1.30 / rr 7.00 / body 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,7.0,17,32,True,55594,22508,33086,40.486383422671516,523.2991020052621,524.4937937093085,1.3626489750454551,615.9841354301061,615.9841354301061,446,597,0,False,False,False,12.635617444232025
7,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V34_RECHECK_S130_RR640_B400_H17_C32,V33 top direct recheck: stop 1.30 / rr 6.40 / body 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.4,17,32,True,55597,22512,33085,40.491393420508295,523.2423871899143,524.4369701873717,1.3626489750453996,615.9280862133089,615.9280862133089,446,597,0,False,False,False,12.579568227434834
8,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V34_RECHECK_S130_RR625_B360_H17_C32,V33 top direct recheck: stop 1.30 / rr 6.25 / body 0.36 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.36,0.36,1.3,6.25,17,32,True,55800,22584,33216,40.47311827956989,522.6282829383314,523.8216888680656,1.2802456043682353,615.8352391172366,615.8352391172366,446,597,0,False,False,False,12.486721131362515
9,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V34_RECHECK_S130_RR600_B400_H17_C32,V33 top direct recheck: stop 1.30 / rr 6.00 / body 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.0,17,32,True,55597,22514,33083,40.49499073691026,523.1091660852007,524.3034937347069,1.362648975045433,615.7964285761581,615.7964285761581,446,597,0,False,False,False,12.447910590283982
10,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V34_MIX_CORE_S128_RR675_B400_H17_C32,top-core mix: stop 1.28 / rr 6.75 / body 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.28,6.75,17,32,True,55612,22339,33273,40.16938790189168,522.4887777477767,523.6549890048772,1.308613921431101,615.4937529970597,615.4937529970597,446,597,0,False,False,False,12.145235011185605
