strategy,quarter,trades,wins,losses,win_rate_pct,sum_trade_pnl_pct,quarter_trade_mdd_proxy_pct,worst_trade_pnl_pct,best_trade_pnl_pct
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32,1569-Q28,1,0,1,0.0,-0.7697971429024707,0.7697971429024707,-0.7697971429024707,-0.7697971429024707
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32,1571-Q23,1,0,1,0.0,-0.9632668900707885,0.9632668900707885,-0.9632668900707885,-0.9632668900707885
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32,1574-Q29,1,1,0,100.0,1.360213732357276,0.0,1.360213732357276,1.360213732357276
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32,1576-Q15,1,0,1,0.0,-0.923234414425753,0.923234414425753,-0.923234414425753,-0.923234414425753
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32,1576-Q18,1,0,1,0.0,-0.6025768806416009,0.6025768806416009,-0.6025768806416009,-0.6025768806416009
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32,1579-Q10,1,1,0,100.0,2.5455707762557145,0.0,2.5455707762557145,2.5455707762557145
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32,1579-Q13,1,1,0,100.0,0.2707074616035721,0.0,0.2707074616035721,0.2707074616035721
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32,1579-Q14,1,0,1,0.0,-2.8221730179387317,2.8221730179387317,-2.8221730179387317,-2.8221730179387317
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32,1579-Q17,1,1,0,100.0,1.0924474841231069,0.0,1.0924474841231069,1.0924474841231069
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32,1579-Q19,1,0,1,0.0,-1.6897301368506956,1.6897301368506956,-1.6897301368506956,-1.6897301368506956
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32,1579-Q20,1,1,0,100.0,2.525989887203419,0.0,2.525989887203419,2.525989887203419
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32,1579-Q22,8,0,8,0.0,-10.085726295020596,10.085726295020596,-1.9258516953504867,-0.8665984545524673
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32,1579-Q24,1,0,1,0.0,-1.389950546983607,1.389950546983607,-1.389950546983607,-1.389950546983607
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32,1579-Q26,1,0,1,0.0,-1.0086602607025519,1.0086602607025519,-1.0086602607025519,-1.0086602607025519
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32,1579-Q32,1,0,1,0.0,-2.046353836839585,2.046353836839585,-2.046353836839585,-2.046353836839585
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32,1579-Q33,1,0,1,0.0,-1.9354827069725888,1.9354827069725888,-1.9354827069725888,-1.9354827069725888
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32,1579-Q8,1,0,1,0.0,-2.573088782081887,2.573088782081887,-2.573088782081887,-2.573088782081887
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32,1580-Q2,1,0,1,0.0,-1.0665829941744898,1.0665829941744898,-1.0665829941744898,-1.0665829941744898
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32,1580-Q28,1,1,0,100.0,1.68326815642458,0.0,1.68326815642458,1.68326815642458
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32,1581-Q0,1,0,1,0.0,-4.112166652076064,4.112166652076064,-4.112166652076064,-4.112166652076064
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32,1581-Q1,12,0,12,0.0,-22.98982011556194,22.98982011556194,-2.446055396030309,-1.2784183222249923
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32,1581-Q10,2,1,1,50.0,4.8712455146237055,1.0050607848046988,-1.0050607848046988,5.876306299428404
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32,1581-Q12,6,6,0,100.0,17.14066431145457,0.0,1.5204742145820926,5.0260070671377965
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32,1581-Q13,1,1,0,100.0,0.33379310344829,0.0,0.33379310344829,0.33379310344829
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32,1581-Q14,1,1,0,100.0,2.568800249298855,0.0,2.568800249298855,2.568800249298855
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32,1581-Q15,1,0,1,0.0,-1.7175204185587245,1.7175204185587245,-1.7175204185587245,-1.7175204185587245
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32,1581-Q16,2,1,1,50.0,1.498104871462984,1.645356107693594,-1.645356107693594,3.143460979156578
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32,1581-Q2,3,0,3,0.0,-6.287697010943598,6.287697010943598,-2.2490396728662243,-1.9310705797337047
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32,1581-Q24,2,0,2,0.0,-3.6067092471126116,3.6067092471126116,-1.9500094577109972,-1.6566997894016144
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32,1581-Q3,2,2,0,100.0,11.317433129286929,0.0,5.515080188110457,5.802352941176472
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32,1581-Q30,1,1,0,100.0,3.1586190039718876,0.0,3.1586190039718876,3.1586190039718876
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32,1581-Q5,4,0,4,0.0,-6.764694388416894,6.764694388416894,-1.912707513680243,-1.3051668455051435
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32,1581-Q6,15,0,15,0.0,-17.996975035089203,17.996975035089203,-1.8911690431601436,-0.9115449236133143
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32,1581-Q7,11,11,0,100.0,27.49608965302061,0.0,0.22562347188263226,4.382753175420531
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32,1581-Q8,1,0,1,0.0,-1.6301531338087627,1.6301531338087627,-1.6301531338087627,-1.6301531338087627
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32,1582-Q1,2,2,0,100.0,7.102554242420016,0.0,3.083950143815919,4.018604098604097
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32,1582-Q13,1,0,1,0.0,-1.1586425520877497,1.1586425520877497,-1.1586425520877497,-1.1586425520877497
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32,1582-Q15,1,1,0,100.0,0.9953987433542723,0.0,0.9953987433542723,0.9953987433542723
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32,1582-Q2,1,1,0,100.0,6.153243967828406,0.0,6.153243967828406,6.153243967828406
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32,1582-Q22,4,2,2,50.0,-2.155101587817312,3.307640618219947,-1.9548751785549467,1.152539030402635
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32,1582-Q23,4,0,4,0.0,-5.849012676880452,5.849012676880452,-1.5548974633875368,-1.260179255371705
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32,1582-Q24,4,4,0,100.0,7.837973511025518,0.0,1.3348326243758057,3.1817671345995135
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32,1582-Q27,5,0,5,0.0,-10.324100282687477,10.324100282687477,-2.3942153801859245,-1.2810811742920958
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32,1582-Q29,17,17,0,100.0,67.54266934598589,0.0,2.313896041964716,5.8502325581395365
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32,1582-Q33,1,0,1,0.0,-1.3802176036221558,1.3802176036221558,-1.3802176036221558,-1.3802176036221558
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32,1582-Q5,4,0,4,0.0,-6.540523889298923,6.540523889298923,-2.1521321429318263,-1.351673390060013
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32,1582-Q7,1,1,0,100.0,2.0801016518424387,0.0,2.0801016518424387,2.0801016518424387
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32,1583-Q11,1,0,1,0.0,-1.03120233321212,1.03120233321212,-1.03120233321212,-1.03120233321212
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32,1583-Q12,3,0,3,0.0,-3.196233148258192,3.196233148258192,-1.0919372389215565,-1.0274981768959446
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32,1583-Q13,1,0,1,0.0,-0.39319910514541195,0.39319910514541195,-0.39319910514541195,-0.39319910514541195
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32,1583-Q14,1,1,0,100.0,1.7594057304563115,0.0,1.7594057304563115,1.7594057304563115
