axis,baseline_version,strategy,symbol,side,signal_i,entry_i,exit_i,entry_ts,exit_ts,entry_price,exit_price,pnl_decimal,exit_reason,score,same_bar,side_trade_id
short_max,short_max/v9,smv8_mix2_13_all_timereduce5,LIGHT,short,5,6,11,1767227400000000000,1767228900000000000,1.1243,1.1290502681732315,-0.005007313267740709,stop,3.36982364140483,False,1
short_max,short_max/v9,smv8_mix2_13_all_timereduce5,PIEVERSE,short,6,7,9,1767227700000000000,1767228300000000000,0.485,0.5162547547418592,-0.06134134021000435,stop,4.572896175943237,False,2
short_max,short_max/v9,smv8_mix2_13_all_timereduce5,PIEVERSE,short,9,10,11,1767228600000000000,1767228900000000000,0.499,0.5307781691573851,-0.06067090465275391,stop,4.526630246680105,False,3
short_max,short_max/v9,smv8_mix2_13_all_timereduce5,RIVER,short,9,10,15,1767228600000000000,1767230100000000000,8.18,8.24949406794737,-0.009224039992632193,stop,3.0051238286269197,False,4
short_max,short_max/v9,smv8_mix2_13_all_timereduce5,LYN,short,10,11,16,1767228900000000000,1767230400000000000,0.14155,0.14180530105167244,-0.002600363242974945,stop,3.807162237181232,False,5
short_max,short_max/v9,smv8_mix2_13_all_timereduce5,LUNA2,short,12,13,31,1767229500000000000,1767234900000000000,0.10592,0.10616404050443212,-0.00309871153426886,stop,3.3315682300154514,False,6
short_max,short_max/v9,smv8_mix2_13_all_timereduce5,PIEVERSE,short,12,13,59,1767229500000000000,1767243300000000000,0.5225,0.5241964219686366,-0.004036233399430022,stop,4.591434713768791,False,7
short_max,short_max/v9,smv8_mix2_13_all_timereduce5,Q,short,15,16,21,1767230400000000000,1767231900000000000,0.016107,0.01614310088866662,-0.0030363044693578526,stop,4.327120635565147,False,8
short_max,short_max/v9,smv8_mix2_13_all_timereduce5,RIVER,short,15,16,21,1767230400000000000,1767231900000000000,8.582,8.634248885351631,-0.006851352705418678,stop,3.8185674485836545,False,9
short_max,short_max/v9,smv8_mix2_13_all_timereduce5,TRADOOR,short,15,16,21,1767230400000000000,1767231900000000000,1.573,1.5757842861941302,-0.002566920903149116,stop,4.40089111005691,False,10
short_max,short_max/v9,smv8_mix2_13_all_timereduce5,EPT,short,21,22,45,1767232200000000000,1767239100000000000,0.002209,0.0022156416146950977,-0.0037976033357775877,stop,3.2069515457897673,False,11
short_max,short_max/v9,smv8_mix2_13_all_timereduce5,RIVER,short,21,22,30,1767232200000000000,1767234600000000000,9.384,9.429403833656579,-0.005615133009206552,stop,4.45332761743852,False,12
short_max,short_max/v9,smv8_mix2_13_all_timereduce5,BROCCOLI714,short,22,23,28,1767232500000000000,1767234000000000000,0.0135,0.01351510213634595,-0.0019174267270489534,stop,2.8018434191982826,False,13
short_max,short_max/v9,smv8_mix2_13_all_timereduce5,Q,short,22,23,28,1767232500000000000,1767234000000000000,0.016983,0.017029496909880853,-0.0035303748388405324,stop,3.8321663280756653,False,14
short_max,short_max/v9,smv8_mix2_13_all_timereduce5,TRADOOR,short,23,24,224,1767232800000000000,1767292800000000000,1.644,1.499,0.09593115410273492,timeout,3.2780612783866285,False,15
short_max,short_max/v9,smv8_mix2_13_all_timereduce5,LYN,short,24,25,26,1767233100000000000,1767233400000000000,0.15876,0.16557475900792043,-0.04195819976880908,stop,4.319359936114483,False,16
short_max,short_max/v9,smv8_mix2_13_all_timereduce5,Q,short,29,30,33,1767234600000000000,1767235500000000000,0.017888,0.018727165922993318,-0.045610086397695905,stop,3.7471983559483504,False,17
short_max,short_max/v9,smv8_mix2_13_all_timereduce5,RIVER,short,30,31,45,1767234900000000000,1767239100000000000,9.387,9.421454810633795,-0.0044570584189298264,stop,2.647343463620158,False,18
short_max,short_max/v9,smv8_mix2_13_all_timereduce5,Q,short,34,35,38,1767236100000000000,1767237000000000000,0.018813,0.019707554696417336,-0.04619146079751633,stop,4.204359054018347,False,19
short_max,short_max/v9,smv8_mix2_13_all_timereduce5,Q,short,38,39,44,1767237300000000000,1767238800000000000,0.019082,0.019140909694768293,-0.003877685214950665,stop,3.7169670422798173,False,20
short_max,short_max/v9,smv8_mix2_13_all_timereduce5,REZ,short,40,41,46,1767237900000000000,1767239400000000000,0.0055,0.005513780647360946,-0.003299310045556924,stop,2.3752231106628483,False,21
short_max,short_max/v9,smv8_mix2_13_all_timereduce5,EVAA,short,41,42,242,1767238200000000000,1767298200000000000,1.0807,1.0168,0.06204421715184907,timeout,2.718052479937332,False,22
short_max,short_max/v9,smv8_mix2_13_all_timereduce5,Q,short,48,49,54,1767240300000000000,1767241800000000000,0.020646,0.020738117929972513,-0.005241961912048709,stop,3.8033146093326144,False,23
short_max,short_max/v9,smv8_mix2_13_all_timereduce5,LIGHT,short,51,52,62,1767241200000000000,1767244200000000000,1.3356,1.3409284183168984,-0.004773678418708216,stop,3.233228450539029,False,24
short_max,short_max/v9,smv8_mix2_13_all_timereduce5,PIXEL,short,51,52,54,1767241200000000000,1767241800000000000,0.00818,0.008317109950868165,-0.017285287759584465,stop,2.4948250048704432,False,25
