run_label,strategy,family,tag,side,trades,wins,losses,win_rate_pct,final_return_pct,max_return_pct,max_drawdown_pct,official_cd_value,symbol_files,errors,position_fraction,fee_per_side,cost_pct_round_trip,name,stop_atr,rr,hold,cooldown,entry_kind,min_market_count,breadth20_min,breadth60_min,market_ret20_median_min,market_ret60_median_min,xrank_ret20_min,xrank_ret60_min,xrank_ret120_min,xrank_dd20_min,xrank_dd60_min,xsafe_atrp_min,xsafe_range20_min,ret20_min,ret60_min,ret120_min,ret20_max,ret60_max,atrp_min,atrp_max,range20_max,range60_max,volr_min,volr_max,rsi_min,rsi_max,ema20_pos_min,ema50_pos_min,ema100_pos_min,close_pos_min,upper_wick_max,body_atr_max,fail_bars,fail_pnl,verdict,note
LONG_CROSS_SECTIONAL_RELATIVE_SAFETY_V7_LOWMEM_1H,XSL_A_014_XR6085_RR160_H24,cross_sectional_strength,relative_strength_with_breadth_filter,long,0,0,0,0.0,0.0,0.0,0.0,100.0,597,0,0.01,0.0004,0.08,XSL_A_014_XR6085_RR160_H24,1.0,1.6,24,20,close_above_prev,80,0.48,0.42,-0.01,-0.04,0.6,0.85,0.5,0.55,0.55,0.25,0.25,-0.02,-0.03,-0.08,0.22,0.6,0.001,0.08,0.18,0.3,0.3,3.0,35.0,74.0,0.97,0.94,0.88,0.45,0.7,1.8,6,-0.45,invalid_zero_trade,0 trades
LONG_CROSS_SECTIONAL_RELATIVE_SAFETY_V7_LOWMEM_1H,XSL_A_015_XR6085_RR220_H12,cross_sectional_strength,relative_strength_with_breadth_filter,long,0,0,0,0.0,0.0,0.0,0.0,100.0,597,0,0.01,0.0004,0.08,XSL_A_015_XR6085_RR220_H12,1.0,2.2,12,20,close_above_prev,80,0.48,0.42,-0.01,-0.04,0.6,0.85,0.5,0.55,0.55,0.25,0.25,-0.02,-0.03,-0.08,0.22,0.6,0.001,0.08,0.18,0.3,0.3,3.0,35.0,74.0,0.97,0.94,0.88,0.45,0.7,1.8,6,-0.45,invalid_zero_trade,0 trades
LONG_CROSS_SECTIONAL_RELATIVE_SAFETY_V7_LOWMEM_1H,XSL_A_016_XR6085_RR220_H24,cross_sectional_strength,relative_strength_with_breadth_filter,long,0,0,0,0.0,0.0,0.0,0.0,100.0,597,0,0.01,0.0004,0.08,XSL_A_016_XR6085_RR220_H24,1.0,2.2,24,20,close_above_prev,80,0.48,0.42,-0.01,-0.04,0.6,0.85,0.5,0.55,0.55,0.25,0.25,-0.02,-0.03,-0.08,0.22,0.6,0.001,0.08,0.18,0.3,0.3,3.0,35.0,74.0,0.97,0.94,0.88,0.45,0.7,1.8,6,-0.45,invalid_zero_trade,0 trades
LONG_CROSS_SECTIONAL_RELATIVE_SAFETY_V7_LOWMEM_1H,XSL_A_017_XR6085_RR280_H12,cross_sectional_strength,relative_strength_with_breadth_filter,long,0,0,0,0.0,0.0,0.0,0.0,100.0,597,0,0.01,0.0004,0.08,XSL_A_017_XR6085_RR280_H12,1.0,2.8,12,20,close_above_prev,80,0.48,0.42,-0.01,-0.04,0.6,0.85,0.5,0.55,0.55,0.25,0.25,-0.02,-0.03,-0.08,0.22,0.6,0.001,0.08,0.18,0.3,0.3,3.0,35.0,74.0,0.97,0.94,0.88,0.45,0.7,1.8,6,-0.45,invalid_zero_trade,0 trades
LONG_CROSS_SECTIONAL_RELATIVE_SAFETY_V7_LOWMEM_1H,XSL_A_018_XR6085_RR280_H24,cross_sectional_strength,relative_strength_with_breadth_filter,long,0,0,0,0.0,0.0,0.0,0.0,100.0,597,0,0.01,0.0004,0.08,XSL_A_018_XR6085_RR280_H24,1.0,2.8,24,20,close_above_prev,80,0.48,0.42,-0.01,-0.04,0.6,0.85,0.5,0.55,0.55,0.25,0.25,-0.02,-0.03,-0.08,0.22,0.6,0.001,0.08,0.18,0.3,0.3,3.0,35.0,74.0,0.97,0.94,0.88,0.45,0.7,1.8,6,-0.45,invalid_zero_trade,0 trades
LONG_CROSS_SECTIONAL_RELATIVE_SAFETY_V7_LOWMEM_1H,XSL_B_019_DD6065_S85_RR180,relative_safety,less_drawdown_relative_safety,long,52702,21142,31560,40.116124625251416,-21.46187613091042,0.0,64.41458954360382,35.58541045639617,597,0,0.01,0.0004,0.08,XSL_B_019_DD6065_S85_RR180,0.85,1.8,24,24,close_above_prev,80,0.38,0.32,-0.03,-0.08,0.45,0.5,0.4,0.6,0.65,0.25,0.25,-0.03,-0.06,-0.08,0.28,0.7,0.001,0.08,0.18,0.3,0.3,3.0,35.0,68.0,0.95,0.9,0.88,0.45,0.7,1.8,7,-0.5,invalid_no_peak,max_return <= 0
LONG_CROSS_SECTIONAL_RELATIVE_SAFETY_V7_LOWMEM_1H,XSL_B_020_DD6065_S85_RR240,relative_safety,less_drawdown_relative_safety,long,51540,18621,32919,36.12922002328289,-9.373124708601265,0.0,66.00357435333197,33.99642564666803,597,0,0.01,0.0004,0.08,XSL_B_020_DD6065_S85_RR240,0.85,2.4,24,24,close_above_prev,80,0.38,0.32,-0.03,-0.08,0.45,0.5,0.4,0.6,0.65,0.25,0.25,-0.03,-0.06,-0.08,0.28,0.7,0.001,0.08,0.18,0.3,0.3,3.0,35.0,68.0,0.95,0.9,0.88,0.45,0.7,1.8,7,-0.5,invalid_no_peak,max_return <= 0
LONG_CROSS_SECTIONAL_RELATIVE_SAFETY_V7_LOWMEM_1H,XSL_B_021_DD6065_S105_RR180,relative_safety,less_drawdown_relative_safety,long,50809,22050,28759,43.39782322029562,-3.782305527564067,0.0,66.85523255089146,33.14476744910855,597,0,0.01,0.0004,0.08,XSL_B_021_DD6065_S105_RR180,1.05,1.8,24,24,close_above_prev,80,0.38,0.32,-0.03,-0.08,0.45,0.5,0.4,0.6,0.65,0.25,0.25,-0.03,-0.06,-0.08,0.28,0.7,0.001,0.08,0.18,0.3,0.3,3.0,35.0,68.0,0.95,0.9,0.88,0.45,0.7,1.8,7,-0.5,invalid_no_peak,max_return <= 0
LONG_CROSS_SECTIONAL_RELATIVE_SAFETY_V7_LOWMEM_1H,XSL_B_022_DD6065_S105_RR240,relative_safety,less_drawdown_relative_safety,long,49346,19503,29843,39.52296032099866,17.729959089290716,17.729959089290716,68.20999668560373,37.4263578965229,597,0,0.01,0.0004,0.08,XSL_B_022_DD6065_S105_RR240,1.05,2.4,24,24,close_above_prev,80,0.38,0.32,-0.03,-0.08,0.45,0.5,0.4,0.6,0.65,0.25,0.25,-0.03,-0.06,-0.08,0.28,0.7,0.001,0.08,0.18,0.3,0.3,3.0,35.0,68.0,0.95,0.9,0.88,0.45,0.7,1.8,7,-0.5,valid_any_mdd,research only; MDD >= 5
LONG_CROSS_SECTIONAL_RELATIVE_SAFETY_V7_LOWMEM_1H,XSL_B_023_DD6065_S125_RR180,relative_safety,less_drawdown_relative_safety,long,48844,22817,26027,46.714028335107685,20.622170308566233,20.622170308566233,68.36502470670492,38.15879377535125,597,0,0.01,0.0004,0.08,XSL_B_023_DD6065_S125_RR180,1.25,1.8,24,24,close_above_prev,80,0.38,0.32,-0.03,-0.08,0.45,0.5,0.4,0.6,0.65,0.25,0.25,-0.03,-0.06,-0.08,0.28,0.7,0.001,0.08,0.18,0.3,0.3,3.0,35.0,68.0,0.95,0.9,0.88,0.45,0.7,1.8,7,-0.5,valid_any_mdd,research only; MDD >= 5
LONG_CROSS_SECTIONAL_RELATIVE_SAFETY_V7_LOWMEM_1H,XSL_B_024_DD6065_S125_RR240,relative_safety,less_drawdown_relative_safety,long,47277,20250,27027,42.832667047401486,52.16617870727545,52.16617870727545,69.74448983740504,46.03865366281212,597,0,0.01,0.0004,0.08,XSL_B_024_DD6065_S125_RR240,1.25,2.4,24,24,close_above_prev,80,0.38,0.32,-0.03,-0.08,0.45,0.5,0.4,0.6,0.65,0.25,0.25,-0.03,-0.06,-0.08,0.28,0.7,0.001,0.08,0.18,0.3,0.3,3.0,35.0,68.0,0.95,0.9,0.88,0.45,0.7,1.8,7,-0.5,valid_any_mdd,research only; MDD >= 5
LONG_CROSS_SECTIONAL_RELATIVE_SAFETY_V7_LOWMEM_1H,XSL_B_025_DD6075_S85_RR180,relative_safety,less_drawdown_relative_safety,long,45103,18656,26447,41.36310223266745,-14.904656076205303,0.0,57.62325449236187,42.37674550763813,597,0,0.01,0.0004,0.08,XSL_B_025_DD6075_S85_RR180,0.85,1.8,24,24,close_above_prev,80,0.38,0.32,-0.03,-0.08,0.45,0.5,0.4,0.6,0.75,0.25,0.25,-0.03,-0.06,-0.08,0.28,0.7,0.001,0.08,0.18,0.3,0.3,3.0,35.0,68.0,0.95,0.9,0.88,0.45,0.7,1.8,7,-0.5,invalid_no_peak,max_return <= 0
LONG_CROSS_SECTIONAL_RELATIVE_SAFETY_V7_LOWMEM_1H,XSL_B_026_DD6075_S85_RR240,relative_safety,less_drawdown_relative_safety,long,44137,16711,27426,37.86165801934885,-0.9187006236233475,0.0,58.9607631014349,41.0392368985651,597,0,0.01,0.0004,0.08,XSL_B_026_DD6075_S85_RR240,0.85,2.4,24,24,close_above_prev,80,0.38,0.32,-0.03,-0.08,0.45,0.5,0.4,0.6,0.75,0.25,0.25,-0.03,-0.06,-0.08,0.28,0.7,0.001,0.08,0.18,0.3,0.3,3.0,35.0,68.0,0.95,0.9,0.88,0.45,0.7,1.8,7,-0.5,invalid_no_peak,max_return <= 0
LONG_CROSS_SECTIONAL_RELATIVE_SAFETY_V7_LOWMEM_1H,XSL_B_027_DD6075_S105_RR180,relative_safety,less_drawdown_relative_safety,long,43441,19990,23451,46.016436085725466,6.885604627794328,6.885604627794328,59.12192251291914,43.69278028228465,597,0,0.01,0.0004,0.08,XSL_B_027_DD6075_S105_RR180,1.05,1.8,24,24,close_above_prev,80,0.38,0.32,-0.03,-0.08,0.45,0.5,0.4,0.6,0.75,0.25,0.25,-0.03,-0.06,-0.08,0.28,0.7,0.001,0.08,0.18,0.3,0.3,3.0,35.0,68.0,0.95,0.9,0.88,0.45,0.7,1.8,7,-0.5,valid_any_mdd,research only; MDD >= 5
LONG_CROSS_SECTIONAL_RELATIVE_SAFETY_V7_LOWMEM_1H,XSL_B_028_DD6075_S105_RR240,relative_safety,less_drawdown_relative_safety,long,42233,17760,24473,42.05242346032723,27.934357305143443,27.934357305143443,60.699370138617226,50.27900823003334,597,0,0.01,0.0004,0.08,XSL_B_028_DD6075_S105_RR240,1.05,2.4,24,24,close_above_prev,80,0.38,0.32,-0.03,-0.08,0.45,0.5,0.4,0.6,0.75,0.25,0.25,-0.03,-0.06,-0.08,0.28,0.7,0.001,0.08,0.18,0.3,0.3,3.0,35.0,68.0,0.95,0.9,0.88,0.45,0.7,1.8,7,-0.5,valid_any_mdd,research only; MDD >= 5
LONG_CROSS_SECTIONAL_RELATIVE_SAFETY_V7_LOWMEM_1H,XSL_B_029_DD6075_S125_RR180,relative_safety,less_drawdown_relative_safety,long,41833,20606,21227,49.257763010063826,31.6854893487029,31.6854893487029,60.474134179701934,52.04982982477121,597,0,0.01,0.0004,0.08,XSL_B_029_DD6075_S125_RR180,1.25,1.8,24,24,close_above_prev,80,0.38,0.32,-0.03,-0.08,0.45,0.5,0.4,0.6,0.75,0.25,0.25,-0.03,-0.06,-0.08,0.28,0.7,0.001,0.08,0.18,0.3,0.3,3.0,35.0,68.0,0.95,0.9,0.88,0.45,0.7,1.8,7,-0.5,valid_any_mdd,research only; MDD >= 5
LONG_CROSS_SECTIONAL_RELATIVE_SAFETY_V7_LOWMEM_1H,XSL_B_030_DD6075_S125_RR240,relative_safety,less_drawdown_relative_safety,long,40518,18467,22051,45.57727429784293,64.63220413017554,64.63220413017554,62.02767449685591,62.51467643531089,597,0,0.01,0.0004,0.08,XSL_B_030_DD6075_S125_RR240,1.25,2.4,24,24,close_above_prev,80,0.38,0.32,-0.03,-0.08,0.45,0.5,0.4,0.6,0.75,0.25,0.25,-0.03,-0.06,-0.08,0.28,0.7,0.001,0.08,0.18,0.3,0.3,3.0,35.0,68.0,0.95,0.9,0.88,0.45,0.7,1.8,7,-0.5,valid_any_mdd,research only; MDD >= 5
LONG_CROSS_SECTIONAL_RELATIVE_SAFETY_V7_LOWMEM_1H,XSL_B_031_DD6085_S85_RR180,relative_safety,less_drawdown_relative_safety,long,18620,9589,9031,51.498388829215905,6.077798960770298,6.077798960770298,24.862120773747264,79.70460846901076,597,0,0.01,0.0004,0.08,XSL_B_031_DD6085_S85_RR180,0.85,1.8,24,24,close_above_prev,80,0.38,0.32,-0.03,-0.08,0.45,0.5,0.4,0.6,0.85,0.25,0.25,-0.03,-0.06,-0.08,0.28,0.7,0.001,0.08,0.18,0.3,0.3,3.0,35.0,68.0,0.95,0.9,0.88,0.45,0.7,1.8,7,-0.5,valid_any_mdd,research only; MDD >= 5
LONG_CROSS_SECTIONAL_RELATIVE_SAFETY_V7_LOWMEM_1H,XSL_B_032_DD6085_S85_RR240,relative_safety,less_drawdown_relative_safety,long,18346,8793,9553,47.928703804644066,15.062722430856624,15.062722430856624,26.18196420957003,84.93704162545284,597,0,0.01,0.0004,0.08,XSL_B_032_DD6085_S85_RR240,0.85,2.4,24,24,close_above_prev,80,0.38,0.32,-0.03,-0.08,0.45,0.5,0.4,0.6,0.85,0.25,0.25,-0.03,-0.06,-0.08,0.28,0.7,0.001,0.08,0.18,0.3,0.3,3.0,35.0,68.0,0.95,0.9,0.88,0.45,0.7,1.8,7,-0.5,valid_any_mdd,research only; MDD >= 5
LONG_CROSS_SECTIONAL_RELATIVE_SAFETY_V7_LOWMEM_1H,XSL_B_033_DD6085_S105_RR180,relative_safety,less_drawdown_relative_safety,long,18170,9935,8235,54.67804072647221,15.656168658985269,15.656168658985269,26.65157697603544,84.83197584130244,597,0,0.01,0.0004,0.08,XSL_B_033_DD6085_S105_RR180,1.05,1.8,24,24,close_above_prev,80,0.38,0.32,-0.03,-0.08,0.45,0.5,0.4,0.6,0.85,0.25,0.25,-0.03,-0.06,-0.08,0.28,0.7,0.001,0.08,0.18,0.3,0.3,3.0,35.0,68.0,0.95,0.9,0.88,0.45,0.7,1.8,7,-0.5,valid_any_mdd,research only; MDD >= 5
LONG_CROSS_SECTIONAL_RELATIVE_SAFETY_V7_LOWMEM_1H,XSL_B_034_DD6085_S105_RR240,relative_safety,less_drawdown_relative_safety,long,17849,9030,8819,50.59106952770463,27.25896132055514,27.25896132055514,28.25043649998109,91.30774926215621,597,0,0.01,0.0004,0.08,XSL_B_034_DD6085_S105_RR240,1.05,2.4,24,24,close_above_prev,80,0.38,0.32,-0.03,-0.08,0.45,0.5,0.4,0.6,0.85,0.25,0.25,-0.03,-0.06,-0.08,0.28,0.7,0.001,0.08,0.18,0.3,0.3,3.0,35.0,68.0,0.95,0.9,0.88,0.45,0.7,1.8,7,-0.5,valid_any_mdd,research only; MDD >= 5
LONG_CROSS_SECTIONAL_RELATIVE_SAFETY_V7_LOWMEM_1H,XSL_B_035_DD6085_S125_RR180,relative_safety,less_drawdown_relative_safety,long,17781,10086,7695,56.72346887126708,24.88621066919261,24.88621066919261,28.608796643162492,89.15776862349179,597,0,0.01,0.0004,0.08,XSL_B_035_DD6085_S125_RR180,1.25,1.8,24,24,close_above_prev,80,0.38,0.32,-0.03,-0.08,0.45,0.5,0.4,0.6,0.85,0.25,0.25,-0.03,-0.06,-0.08,0.28,0.7,0.001,0.08,0.18,0.3,0.3,3.0,35.0,68.0,0.95,0.9,0.88,0.45,0.7,1.8,7,-0.5,valid_any_mdd,research only; MDD >= 5
LONG_CROSS_SECTIONAL_RELATIVE_SAFETY_V7_LOWMEM_1H,XSL_B_036_DD6085_S125_RR240,relative_safety,less_drawdown_relative_safety,long,17421,9265,8156,53.182940129728486,42.8255356575131,42.8255356575131,29.912141282022866,100.10335964483185,597,0,0.01,0.0004,0.08,XSL_B_036_DD6085_S125_RR240,1.25,2.4,24,24,close_above_prev,80,0.38,0.32,-0.03,-0.08,0.45,0.5,0.4,0.6,0.85,0.25,0.25,-0.03,-0.06,-0.08,0.28,0.7,0.001,0.08,0.18,0.3,0.3,3.0,35.0,68.0,0.95,0.9,0.88,0.45,0.7,1.8,7,-0.5,valid_any_mdd,research only; MDD >= 5
LONG_CROSS_SECTIONAL_RELATIVE_SAFETY_V7_LOWMEM_1H,XSL_C_037_SAFE35_RR150,relative_strength_safe_vol,relative_strength_with_safer_volatility,long,34617,18314,16303,52.904642227807145,4.691253092744918,4.691253092744918,45.88329073394243,56.655461063193265,597,0,0.01,0.0004,0.08,XSL_C_037_SAFE35_RR150,1.0,1.5,30,24,close_above_prev,80,0.42,0.36,-0.015,-0.04,0.62,0.68,0.48,0.55,0.55,0.35,0.35,-0.02,-0.03,-0.08,0.28,0.7,0.001,0.06,0.14,0.25,0.3,2.4,35.0,72.0,0.97,0.94,0.88,0.45,0.7,1.8,8,-0.52,valid_any_mdd,research only; MDD >= 5
LONG_CROSS_SECTIONAL_RELATIVE_SAFETY_V7_LOWMEM_1H,XSL_C_038_SAFE35_RR200,relative_strength_safe_vol,relative_strength_with_safer_volatility,long,33790,16380,17410,48.47588043799941,18.75595978829818,18.75595978829818,48.173554714591994,61.54699252284349,597,0,0.01,0.0004,0.08,XSL_C_038_SAFE35_RR200,1.0,2.0,30,24,close_above_prev,80,0.42,0.36,-0.015,-0.04,0.62,0.68,0.48,0.55,0.55,0.35,0.35,-0.02,-0.03,-0.08,0.28,0.7,0.001,0.06,0.14,0.25,0.3,2.4,35.0,72.0,0.97,0.94,0.88,0.45,0.7,1.8,8,-0.52,valid_any_mdd,research only; MDD >= 5
LONG_CROSS_SECTIONAL_RELATIVE_SAFETY_V7_LOWMEM_1H,XSL_C_039_SAFE35_RR260,relative_strength_safe_vol,relative_strength_with_safer_volatility,long,32953,15011,17942,45.55275695687798,40.984529935151045,40.984529935151045,49.230298675554174,71.57742476175011,597,0,0.01,0.0004,0.08,XSL_C_039_SAFE35_RR260,1.0,2.6,30,24,close_above_prev,80,0.42,0.36,-0.015,-0.04,0.62,0.68,0.48,0.55,0.55,0.35,0.35,-0.02,-0.03,-0.08,0.28,0.7,0.001,0.06,0.14,0.25,0.3,2.4,35.0,72.0,0.97,0.94,0.88,0.45,0.7,1.8,8,-0.52,valid_any_mdd,research only; MDD >= 5
