strategy_name,axis,parent_alias,parent_strategy,family,group,side,description,total_trades,total_wins,total_losses,win_rate_pct,final_return_pct,max_return_pct,max_drawdown_pct,cd_value,old_ratio_cd_value,mdd_under_5,beats_axis_reference,reference_alias,reference_strategy,reference_cd_value,reference_max_return_pct,reference_max_drawdown_pct
short_main_v1_010_sm13_exhaustion_snapback_09,short_main,short_main_v1,short_beh_dd_brake,8V13_SHORT_MAIN_DIFFERENT_FLOW,sm13_exhaustion_snapback_09,short,"short_main의 낮은 MDD 조건을 유지하기 위해 급등 피로, 윗꼬리, 종가 약화를 결합한다.",231,80,151,34.632035,-0.155164,0.106416,0.390807,99.715193,0.272298,True,False,short_main_v1,short_beh_dd_brake,392.214469,311.8122,4.7589
short_main_v1_009_sm13_exhaustion_snapback_08,short_main,short_main_v1,short_beh_dd_brake,8V13_SHORT_MAIN_DIFFERENT_FLOW,sm13_exhaustion_snapback_08,short,"short_main의 낮은 MDD 조건을 유지하기 위해 급등 피로, 윗꼬리, 종가 약화를 결합한다.",254,79,175,31.102362,-0.261621,0.084306,0.459913,99.624006,0.183309,True,False,short_main_v1,short_beh_dd_brake,392.214469,311.8122,4.7589
short_main_v1_008_sm13_exhaustion_snapback_07,short_main,short_main_v1,short_beh_dd_brake,8V13_SHORT_MAIN_DIFFERENT_FLOW,sm13_exhaustion_snapback_07,short,"short_main의 낮은 MDD 조건을 유지하기 위해 급등 피로, 윗꼬리, 종가 약화를 결합한다.",268,78,190,29.104478,-0.34414,0.063353,0.515565,99.547461,0.122881,True,False,short_main_v1,short_beh_dd_brake,392.214469,311.8122,4.7589
short_main_v1_006_sm13_exhaustion_snapback_05,short_main,short_main_v1,short_beh_dd_brake,8V13_SHORT_MAIN_DIFFERENT_FLOW,sm13_exhaustion_snapback_05,short,"short_main의 낮은 MDD 조건을 유지하기 위해 급등 피로, 윗꼬리, 종가 약화를 결합한다.",287,67,220,23.344948,-0.475442,0.064204,0.609428,99.454385,0.105352,True,False,short_main_v1,short_beh_dd_brake,392.214469,311.8122,4.7589
short_main_v1_007_sm13_exhaustion_snapback_06,short_main,short_main_v1,short_beh_dd_brake,8V13_SHORT_MAIN_DIFFERENT_FLOW,sm13_exhaustion_snapback_06,short,"short_main의 낮은 MDD 조건을 유지하기 위해 급등 피로, 윗꼬리, 종가 약화를 결합한다.",275,70,205,25.454545,-0.568773,0.079095,0.714303,99.364227,0.110731,True,False,short_main_v1,short_beh_dd_brake,392.214469,311.8122,4.7589
short_main_v1_014_sm13_exhaustion_snapback_13,short_main,short_main_v1,short_beh_dd_brake,8V13_SHORT_MAIN_DIFFERENT_FLOW,sm13_exhaustion_snapback_13,short,"short_main의 낮은 MDD 조건을 유지하기 위해 급등 피로, 윗꼬리, 종가 약화를 결합한다.",1943,642,1301,33.041688,0.321305,1.013209,2.938618,98.044816,0.344791,True,False,short_main_v1,short_beh_dd_brake,392.214469,311.8122,4.7589
short_main_v1_015_sm13_exhaustion_snapback_14,short_main,short_main_v1,short_beh_dd_brake,8V13_SHORT_MAIN_DIFFERENT_FLOW,sm13_exhaustion_snapback_14,short,"short_main의 낮은 MDD 조건을 유지하기 위해 급등 피로, 윗꼬리, 종가 약화를 결합한다.",1849,655,1194,35.424554,0.612791,0.962359,3.027182,97.906044,0.317906,True,False,short_main_v1,short_beh_dd_brake,392.214469,311.8122,4.7589
short_main_v1_005_sm13_exhaustion_snapback_04,short_main,short_main_v1,short_beh_dd_brake,8V13_SHORT_MAIN_DIFFERENT_FLOW,sm13_exhaustion_snapback_04,short,"short_main의 낮은 MDD 조건을 유지하기 위해 급등 피로, 윗꼬리, 종가 약화를 결합한다.",1928,772,1156,40.041494,0.494384,0.923698,3.019562,97.876244,0.305905,True,False,short_main_v1,short_beh_dd_brake,392.214469,311.8122,4.7589
short_main_v1_025_sm13_exhaustion_snapback_24,short_main,short_main_v1,short_beh_dd_brake,8V13_SHORT_MAIN_DIFFERENT_FLOW,sm13_exhaustion_snapback_24,short,"short_main의 낮은 MDD 조건을 유지하기 위해 급등 피로, 윗꼬리, 종가 약화를 결합한다.",1712,563,1149,32.885514,0.644882,0.778017,2.898392,97.857075,0.26843,True,False,short_main_v1,short_beh_dd_brake,392.214469,311.8122,4.7589
short_main_v1_024_sm13_exhaustion_snapback_23,short_main,short_main_v1,short_beh_dd_brake,8V13_SHORT_MAIN_DIFFERENT_FLOW,sm13_exhaustion_snapback_23,short,"short_main의 낮은 MDD 조건을 유지하기 위해 급등 피로, 윗꼬리, 종가 약화를 결합한다.",1798,542,1256,30.144605,0.099587,0.646202,2.8835,97.744069,0.224103,True,False,short_main_v1,short_beh_dd_brake,392.214469,311.8122,4.7589
